State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Percent, All Ages","Poverty Percent, Age 0-17",Median Household Income
47,015,TN,Cannon County,14.9,21.1,"53,093"
47,017,TN,Carroll County,15.9,22.1,"45,997"
47,019,TN,Carter County,17.1,25.1,"45,293"
47,021,TN,Cheatham County,8.6,12.9,"75,162"
47,023,TN,Chester County,17.6,23.3,"51,615"
47,025,TN,Claiborne County,17.1,24.5,"43,331"
47,027,TN,Clay County,18.7,27.3,"39,770"
47,029,TN,Cocke County,21.0,33.0,"40,572"
47,031,TN,Coffee County,15.6,20.5,"55,070"
47,033,TN,Crockett County,15.6,20.7,"50,792"
47,035,TN,Cumberland County,14.9,23.9,"52,000"
47,037,TN,Davidson County,15.0,21.1,"65,463"
47,039,TN,Decatur County,17.7,24.3,"48,292"
47,041,TN,DeKalb County,15.5,21.3,"45,612"
47,043,TN,Dickson County,12.1,17.2,"61,219"
47,045,TN,Dyer County,16.0,22.7,"51,499"
47,047,TN,Fayette County,12.3,18.6,"70,943"
47,049,TN,Fentress County,19.9,26.5,"41,469"
47,051,TN,Franklin County,12.4,15.9,"57,723"
47,053,TN,Gibson County,13.4,19.4,"51,280"
47,055,TN,Giles County,12.4,19.9,"55,468"
47,057,TN,Grainger County,16.9,23.1,"46,983"
47,059,TN,Greene County,12.5,20.2,"54,166"
47,061,TN,Grundy County,20.5,29.3,"41,266"
47,063,TN,Hamblen County,18.4,25.2,"48,483"
47,065,TN,Hamilton County,12.6,16.8,"65,689"
47,067,TN,Hancock County,27.6,42.6,"34,055"
47,069,TN,Hardeman County,20.9,27.3,"44,314"
47,071,TN,Hardin County,17.6,26.2,"50,309"
47,073,TN,Hawkins County,16.5,22.7,"49,873"
47,075,TN,Haywood County,21.3,31.4,"42,634"
47,077,TN,Henderson County,13.6,19.9,"53,282"
47,079,TN,Henry County,16.4,24.0,"45,980"
47,081,TN,Hickman County,16.3,21.7,"50,345"
47,083,TN,Houston County,15.3,23.3,"48,788"
47,085,TN,Humphreys County,12.1,19.3,"55,298"
47,087,TN,Jackson County,21.2,26.8,"43,611"
47,089,TN,Jefferson County,14.7,21.2,"50,969"
47,091,TN,Johnson County,23.7,34.1,"42,230"
47,093,TN,Knox County,12.1,12.6,"64,817"
47,095,TN,Lake County,33.4,38.9,"29,281"
47,097,TN,Lauderdale County,21.5,29.3,"42,280"
47,099,TN,Lawrence County,13.6,19.7,"49,794"
47,101,TN,Lewis County,14.7,22.0,"50,422"
47,103,TN,Lincoln County,14.6,21.1,"52,018"
47,105,TN,Loudon County,9.6,15.5,"72,378"
47,107,TN,McMinn County,14.5,21.3,"50,480"
47,109,TN,McNairy County,15.4,21.7,"45,083"
47,111,TN,Macon County,15.9,22.9,"49,357"
47,113,TN,Madison County,17.1,25.0,"53,954"
47,115,TN,Marion County,16.2,22.8,"51,898"
47,117,TN,Marshall County,11.1,16.0,"64,710"
47,119,TN,Maury County,10.3,16.2,"68,425"
47,121,TN,Meigs County,15.2,24.6,"51,337"
47,123,TN,Monroe County,15.6,21.3,"50,364"
47,125,TN,Montgomery County,10.8,14.5,"63,593"
47,127,TN,Moore County,9.7,14.6,"62,609"
47,129,TN,Morgan County,18.1,22.9,"48,122"
47,131,TN,Obion County,15.5,22.6,"50,021"
47,133,TN,Overton County,14.9,19.2,"45,793"
47,135,TN,Perry County,17.0,24.8,"43,998"
47,137,TN,Pickett County,14.2,25.4,"44,566"
47,139,TN,Polk County,13.5,21.0,"50,863"
47,141,TN,Putnam County,13.7,17.9,"52,138"
47,143,TN,Rhea County,15.8,23.0,"50,479"
47,145,TN,Roane County,13.1,19.5,"56,355"
47,147,TN,Robertson County,10.5,13.3,"67,539"
47,149,TN,Rutherford County,8.7,10.6,"77,942"
47,151,TN,Scott County,22.4,29.2,"40,788"
47,153,TN,Sequatchie County,13.6,22.7,"55,099"
47,155,TN,Sevier County,13.2,19.2,"51,771"
47,157,TN,Shelby County,18.0,23.9,"54,931"
47,159,TN,Smith County,11.7,16.8,"56,567"
47,161,TN,Stewart County,13.3,20.5,"56,764"
47,163,TN,Sullivan County,17.1,25.3,"49,489"
47,165,TN,Sumner County,8.6,10.4,"71,268"
47,167,TN,Tipton County,13.1,16.9,"62,814"
47,169,TN,Trousdale County,17.8,18.5,"49,014"
47,171,TN,Unicoi County,14.5,22.0,"44,971"
47,173,TN,Union County,15.6,23.5,"51,102"
47,175,TN,Van Buren County,17.0,26.7,"45,565"
47,177,TN,Warren County,15.6,22.6,"48,444"
47,179,TN,Washington County,14.3,18.3,"56,071"
47,181,TN,Wayne County,19.8,21.8,"47,563"
47,183,TN,Weakley County,18.0,21.4,"44,799"
47,185,TN,White County,16.4,23.0,"45,239"
47,187,TN,Williamson County,4.0,3.9,"123,474"
47,189,TN,Wilson County,7.5,8.3,"82,489"
48,000,TX,Texas,14.2,19.5,"66,959"
48,001,TX,Anderson County,20.4,24.5,"54,515"
48,003,TX,Andrews County,11.8,15.4,"70,005"
48,005,TX,Angelina County,18.4,26.4,"50,620"
48,007,TX,Aransas County,15.1,27.8,"55,435"
48,009,TX,Archer County,9.6,12.5,"69,286"
48,011,TX,Armstrong County,9.9,13.2,"64,401"
48,013,TX,Atascosa County,16.4,23.8,"57,905"
48,015,TX,Austin County,10.4,16.5,"68,150"
48,017,TX,Bailey County,16.1,24.7,"47,375"
48,019,TX,Bandera County,11.4,19.4,"69,051"
48,021,TX,Bastrop County,11.5,18.1,"72,809"
48,023,TX,Baylor County,17.6,25.2,"45,408"
48,025,TX,Bee County,27.1,30.9,"45,431"
48,027,TX,Bell County,14.3,19.7,"58,878"
48,029,TX,Bexar County,14.8,20.8,"63,014"
48,031,TX,Blanco County,9.0,14.2,"69,247"
48,033,TX,Borden County,9.9,12.0,"69,744"
48,035,TX,Bosque County,13.2,19.8,"56,041"
48,037,TX,Bowie County,17.8,23.6,"52,934"
48,039,TX,Brazoria County,9.0,11.8,"82,165"
48,041,TX,Brazos County,22.6,23.5,"50,494"
48,043,TX,Brewster County,13.3,20.8,"51,197"
48,045,TX,Briscoe County,14.7,24.3,"49,905"
48,047,TX,Brooks County,28.6,45.6,"33,460"
48,049,TX,Brown County,15.3,22.3,"48,803"
48,051,TX,Burleson County,14.4,20.7,"57,469"
48,053,TX,Burnet County,9.9,16.3,"72,510"
48,055,TX,Caldwell County,12.8,19.4,"60,063"
48,057,TX,Calhoun County,14.6,22.1,"70,662"
48,059,TX,Callahan County,12.1,19.1,"56,708"
48,061,TX,Cameron County,24.6,32.6,"46,436"
48,063,TX,Camp County,16.7,26.0,"51,024"
48,065,TX,Carson County,9.1,13.0,"66,548"
48,067,TX,Cass County,18.2,29.9,"42,896"
48,069,TX,Castro County,16.2,21.0,"62,236"
48,071,TX,Chambers County,10.4,12.7,"89,767"
48,073,TX,Cherokee County,18.1,25.1,"48,664"
48,075,TX,Childress County,21.1,24.0,"42,758"
48,077,TX,Clay County,10.7,15.1,"60,973"
48,079,TX,Cochran County,21.3,31.4,"42,274"
48,081,TX,Coke County,15.1,22.4,"46,767"
48,083,TX,Coleman County,19.3,31.8,"42,253"
48,085,TX,Collin County,6.6,7.9,"102,119"
48,087,TX,Collingsworth County,16.9,27.1,"45,734"
48,089,TX,Colorado County,12.4,21.8,"62,004"
48,091,TX,Comal County,5.3,9.6,"93,487"
48,093,TX,Comanche County,16.1,24.7,"49,076"
48,095,TX,Concho County,14.9,25.6,"48,563"
48,097,TX,Cooke County,13.0,19.3,"58,060"
48,099,TX,Coryell County,13.6,17.9,"59,718"
48,101,TX,Cottle County,18.8,34.0,"44,590"
48,103,TX,Crane County,11.3,17.9,"63,555"
48,105,TX,Crockett County,14.6,22.0,"53,159"
48,107,TX,Crosby County,23.2,36.7,"42,728"
48,109,TX,Culberson County,19.6,29.9,"48,217"
48,111,TX,Dallam County,10.5,16.4,"70,895"
48,113,TX,Dallas County,14.4,20.3,"63,549"
48,115,TX,Dawson County,21.3,27.8,"43,627"
48,117,TX,Deaf Smith County,17.3,24.1,"50,967"
48,119,TX,Delta County,15.8,23.3,"50,329"
48,121,TX,Denton County,7.4,7.6,"98,027"
48,123,TX,DeWitt County,17.1,25.0,"54,279"
48,125,TX,Dickens County,20.7,27.4,"42,690"
48,127,TX,Dimmit County,25.7,36.5,"41,838"
48,129,TX,Donley County,16.9,24.7,"44,353"
48,131,TX,Duval County,30.0,43.3,"37,921"
48,133,TX,Eastland County,18.5,25.5,"47,526"
48,135,TX,Ector County,16.6,22.0,"58,389"
48,137,TX,Edwards County,20.1,32.6,"47,573"
48,139,TX,Ellis County,8.8,12.4,"87,698"
48,141,TX,El Paso County,20.1,27.4,"50,983"
48,143,TX,Erath County,17.9,20.4,"51,964"
48,145,TX,Falls County,20.3,27.5,"46,173"
48,147,TX,Fannin County,14.3,17.9,"56,794"
48,149,TX,Fayette County,11.0,15.5,"64,711"
48,151,TX,Fisher County,15.3,21.6,"51,362"
48,153,TX,Floyd County,18.2,30.5,"43,855"
48,155,TX,Foard County,17.4,31.8,"42,616"
48,157,TX,Fort Bend County,7.2,8.9,"98,070"
48,159,TX,Franklin County,14.8,22.4,"51,885"
48,161,TX,Freestone County,15.8,21.2,"48,397"
48,163,TX,Frio County,26.7,33.7,"47,833"
48,165,TX,Gaines County,13.8,20.3,"58,712"
48,167,TX,Galveston County,12.1,16.4,"77,627"
48,169,TX,Garza County,24.8,26.7,"43,890"
48,171,TX,Gillespie County,8.8,14.8,"71,594"
48,173,TX,Glasscock County,8.5,10.3,"116,958"
48,175,TX,Goliad County,14.7,24.3,"58,937"
48,177,TX,Gonzales County,16.1,23.1,"48,164"
48,179,TX,Gray County,17.7,23.6,"45,530"
48,181,TX,Grayson County,11.2,14.8,"62,678"
48,183,TX,Gregg County,16.1,21.6,"57,608"
48,185,TX,Grimes County,16.1,21.7,"52,540"
48,187,TX,Guadalupe County,9.5,12.5,"80,145"
48,189,TX,Hale County,19.6,28.1,"47,373"
48,191,TX,Hall County,24.1,42.3,"34,766"
48,193,TX,Hamilton County,14.8,22.8,"53,759"
48,195,TX,Hansford County,11.7,16.7,"57,692"
48,197,TX,Hardeman County,17.2,26.3,"45,677"
48,199,TX,Hardin County,9.7,15.1,"67,183"
48,201,TX,Harris County,16.4,23.0,"63,539"
48,203,TX,Harrison County,15.0,20.0,"56,645"
48,205,TX,Hartley County,10.4,8.2,"71,332"
48,207,TX,Haskell County,20.6,27.4,"43,546"
48,209,TX,Hays County,12.4,12.6,"79,336"
48,211,TX,Hemphill County,10.2,14.9,"65,387"
48,213,TX,Henderson County,15.8,22.7,"50,348"
48,215,TX,Hidalgo County,28.8,37.6,"44,260"
48,217,TX,Hill County,13.9,21.3,"52,495"
48,219,TX,Hockley County,16.4,22.8,"51,078"
48,221,TX,Hood County,10.2,16.1,"68,911"
48,223,TX,Hopkins County,14.5,20.6,"56,680"
48,225,TX,Houston County,19.8,28.8,"45,603"
48,227,TX,Howard County,16.9,19.4,"55,842"
48,229,TX,Hudspeth County,24.0,34.8,"38,904"
48,231,TX,Hunt County,13.8,17.6,"58,326"
48,233,TX,Hutchinson County,12.6,17.5,"56,646"
48,235,TX,Irion County,8.8,12.4,"69,966"
48,237,TX,Jack County,16.0,20.6,"51,846"
48,239,TX,Jackson County,13.5,18.1,"60,666"
48,241,TX,Jasper County,23.8,32.2,"50,038"
48,243,TX,Jeff Davis County,21.3,57.1,"56,149"
48,245,TX,Jefferson County,19.2,27.0,"55,575"
48,247,TX,Jim Hogg County,23.2,37.1,"37,454"
48,249,TX,Jim Wells County,21.4,29.3,"43,852"
48,251,TX,Johnson County,9.8,12.8,"76,226"
48,253,TX,Jones County,19.7,22.0,"52,288"
48,255,TX,Karnes County,22.1,25.0,"48,470"
48,257,TX,Kaufman County,8.9,12.0,"73,660"
48,259,TX,Kendall County,6.8,9.2,"102,832"
48,261,TX,Kenedy County,14.2,23.4,"42,379"
48,263,TX,Kent County,11.5,15.8,"54,154"
48,265,TX,Kerr County,12.4,20.1,"60,834"
48,267,TX,Kimble County,15.6,32.1,"48,671"
48,269,TX,King County,11.6,14.5,"74,890"
48,271,TX,Kinney County,19.0,24.7,"50,567"
48,273,TX,Kleberg County,24.6,32.0,"49,226"
48,275,TX,Knox County,17.1,28.6,"45,558"
48,277,TX,Lamar County,17.0,25.2,"50,787"
48,279,TX,Lamb County,19.1,26.3,"48,981"
48,281,TX,Lampasas County,12.2,19.4,"64,401"
48,283,TX,La Salle County,28.6,32.3,"40,549"
48,285,TX,Lavaca County,12.4,15.9,"54,421"
48,287,TX,Lee County,12.8,18.1,"59,469"
48,289,TX,Leon County,16.3,23.8,"51,582"
48,291,TX,Liberty County,15.6,22.0,"57,174"
48,293,TX,Limestone County,16.8,24.5,"50,381"
48,295,TX,Lipscomb County,13.3,19.0,"64,249"
48,297,TX,Live Oak County,17.7,25.0,"52,910"
48,299,TX,Llano County,12.1,23.1,"61,037"
48,301,TX,Loving County,5.3,8.7,"100,917"
48,303,TX,Lubbock County,16.1,17.6,"57,270"
48,305,TX,Lynn County,16.8,23.2,"50,374"
48,307,TX,McCulloch County,17.3,29.0,"43,525"
48,309,TX,McLennan County,14.7,18.2,"58,524"
48,311,TX,McMullen County,12.1,17.6,"63,120"
48,313,TX,Madison County,17.5,23.4,"48,251"
48,315,TX,Marion County,23.0,34.3,"43,178"
48,317,TX,Martin County,13.3,20.1,"69,505"
48,319,TX,Mason County,11.8,20.8,"56,690"
48,321,TX,Matagorda County,22.9,31.7,"50,054"
48,323,TX,Maverick County,20.5,28.0,"41,815"
48,325,TX,Medina County,14.2,19.6,"62,907"
48,327,TX,Menard County,19.4,32.9,"41,507"
48,329,TX,Midland County,10.5,12.9,"84,837"
48,331,TX,Milam County,14.6,22.7,"53,320"
48,333,TX,Mills County,13.7,22.5,"54,948"
48,335,TX,Mitchell County,19.2,25.3,"44,476"
48,337,TX,Montague County,14.1,21.2,"54,988"
48,339,TX,Montgomery County,10.5,14.7,"87,831"
48,341,TX,Moore County,11.9,15.6,"61,833"
48,343,TX,Morris County,18.5,29.3,"44,957"
48,345,TX,Motley County,16.9,29.9,"47,835"
48,347,TX,Nacogdoches County,20.8,25.7,"46,970"
48,349,TX,Navarro County,16.0,22.3,"51,015"
48,351,TX,Newton County,19.8,27.3,"44,030"
48,353,TX,Nolan County,18.3,25.0,"44,342"
48,355,TX,Nueces County,18.2,24.9,"59,337"
48,357,TX,Ochiltree County,11.8,16.8,"60,914"
48,359,TX,Oldham County,15.7,30.6,"62,868"
48,361,TX,Orange County,12.5,18.6,"65,908"
48,363,TX,Palo Pinto County,14.8,22.3,"57,580"
48,365,TX,Panola County,13.5,19.3,"54,244"
48,367,TX,Parker County,7.9,9.5,"85,613"
48,369,TX,Parmer County,15.2,22.9,"56,632"
48,371,TX,Pecos County,22.6,28.9,"49,291"
48,373,TX,Polk County,16.9,24.7,"50,827"
48,375,TX,Potter County,20.7,28.3,"45,904"
48,377,TX,Presidio County,21.3,35.0,"39,791"
48,379,TX,Rains County,12.8,20.2,"57,294"
48,381,TX,Randall County,9.1,10.8,"72,082"
48,383,TX,Reagan County,11.9,18.0,"65,162"
48,385,TX,Real County,15.6,29.7,"46,907"
48,387,TX,Red River County,18.7,28.2,"46,134"
48,389,TX,Reeves County,22.2,26.3,"46,275"
48,391,TX,Refugio County,15.5,28.3,"46,695"
48,393,TX,Roberts County,7.4,9.1,"73,224"
48,395,TX,Robertson County,16.9,24.9,"50,816"
48,397,TX,Rockwall County,5.1,6.9,"120,696"
48,399,TX,Runnels County,15.3,23.1,"48,190"
48,401,TX,Rusk County,16.8,23.8,"53,186"
48,403,TX,Sabine County,16.3,27.6,"46,233"
48,405,TX,San Augustine County,22.7,32.0,"43,335"
48,407,TX,San Jacinto County,17.3,27.7,"52,302"
48,409,TX,San Patricio County,16.4,24.1,"58,227"
48,411,TX,San Saba County,17.9,27.3,"45,437"
48,413,TX,Schleicher County,14.8,21.6,"52,408"
48,415,TX,Scurry County,15.1,20.7,"49,727"
48,417,TX,Shackelford County,12.0,18.8,"61,351"
48,419,TX,Shelby County,19.6,29.2,"43,244"
48,421,TX,Sherman County,12.0,17.2,"62,557"
48,423,TX,Smith County,13.0,17.8,"62,903"
48,425,TX,Somervell County,9.3,15.0,"68,280"
48,427,TX,Starr County,31.6,40.6,"33,535"
48,429,TX,Stephens County,16.2,27.4,"46,064"
48,431,TX,Sterling County,11.8,16.1,"69,212"
48,433,TX,Stonewall County,15.5,22.7,"49,813"
48,435,TX,Sutton County,13.9,20.9,"59,905"
48,437,TX,Swisher County,20.9,29.4,"45,509"
48,439,TX,Tarrant County,11.6,15.3,"71,399"
48,441,TX,Taylor County,17.9,20.6,"53,820"
48,443,TX,Terrell County,17.4,21.4,"44,343"
48,445,TX,Terry County,22.3,31.0,"42,225"
48,447,TX,Throckmorton County,15.0,24.4,"46,253"
48,449,TX,Titus County,16.0,20.6,"49,513"
48,451,TX,Tom Green County,13.2,16.5,"60,750"
48,453,TX,Travis County,11.2,13.8,"84,519"
48,455,TX,Trinity County,17.1,27.3,"46,569"
48,457,TX,Tyler County,17.5,23.3,"46,955"
48,459,TX,Upshur County,14.9,19.9,"51,634"
48,461,TX,Upton County,15.6,20.9,"49,340"
48,463,TX,Uvalde County,20.5,31.1,"48,438"
48,465,TX,Val Verde County,18.8,27.8,"50,532"
48,467,TX,Van Zandt County,13.3,19.1,"59,929"
48,469,TX,Victoria County,16.2,21.9,"57,142"
48,471,TX,Walker County,23.9,24.8,"43,012"
48,473,TX,Waller County,13.6,17.7,"65,437"
48,475,TX,Ward County,14.1,20.0,"58,461"
48,477,TX,Washington County,14.0,19.8,"66,601"
48,479,TX,Webb County,22.6,29.0,"50,865"
48,481,TX,Wharton County,15.9,22.7,"56,522"
48,483,TX,Wheeler County,14.1,22.0,"49,282"
48,485,TX,Wichita County,14.6,19.3,"53,148"
48,487,TX,Wilbarger County,14.1,21.0,"48,117"
48,489,TX,Willacy County,34.3,39.4,"37,087"
48,491,TX,Williamson County,6.0,7.3,"96,653"
48,493,TX,Wilson County,9.8,13.4,"78,794"
48,495,TX,Winkler County,14.7,21.6,"62,477"
48,497,TX,Wise County,10.2,13.7,"77,668"
48,499,TX,Wood County,14.1,21.5,"53,485"
48,501,TX,Yoakum County,12.8,19.0,"66,816"
48,503,TX,Young County,14.8,21.1,"53,715"
48,505,TX,Zapata County,28.9,44.6,"37,474"
48,507,TX,Zavala County,25.4,38.8,"35,046"
49,000,UT,Utah,8.7,8.5,"79,449"
49,001,UT,Beaver County,9.2,13.0,"59,437"
49,003,UT,Box Elder County,8.0,8.1,"69,538"
49,005,UT,Cache County,11.0,9.0,"69,670"
49,007,UT,Carbon County,15.9,17.8,"50,503"
49,009,UT,Daggett County,7.2,11.2,"57,400"
49,011,UT,Davis County,6.4,6.4,"93,260"
49,013,UT,Duchesne County,13.1,16.3,"63,327"
49,015,UT,Emery County,11.8,14.8,"62,257"
49,017,UT,Garfield County,9.9,15.0,"56,943"
49,019,UT,Grand County,11.1,16.8,"52,645"
49,021,UT,Iron County,13.3,14.5,"61,421"
49,023,UT,Juab County,8.8,10.8,"77,036"
49,025,UT,Kane County,9.4,12.5,"62,311"
49,027,UT,Millard County,10.2,13.7,"68,131"
49,029,UT,Morgan County,4.5,4.6,"111,472"
49,031,UT,Piute County,15.1,25.3,"50,768"
49,033,UT,Rich County,8.0,11.3,"70,815"
49,035,UT,Salt Lake County,8.8,8.9,"80,676"
49,037,UT,San Juan County,26.8,30.4,"48,071"
49,039,UT,Sanpete County,11.7,12.0,"62,098"
49,041,UT,Sevier County,9.7,12.4,"68,303"
49,043,UT,Summit County,5.8,5.8,"124,354"
49,045,UT,Tooele County,5.6,6.0,"90,591"
49,047,UT,Uintah County,11.9,15.2,"64,105"
49,049,UT,Utah County,8.1,6.2,"86,597"
49,051,UT,Wasatch County,4.9,6.2,"102,206"
49,053,UT,Washington County,9.4,9.9,"63,639"
49,055,UT,Wayne County,11.1,15.3,"57,768"
49,057,UT,Weber County,9.3,10.4,"72,348"
50,000,VT,Vermont,10.2,11.2,"72,415"
50,001,VT,Addison County,8.4,9.3,"79,756"
50,003,VT,Bennington County,12.5,16.1,"65,185"
50,005,VT,Caledonia County,12.5,15.4,"59,762"
50,007,VT,Chittenden County,10.0,7.9,"84,290"
50,009,VT,Essex County,14.4,18.1,"50,840"
50,011,VT,Franklin County,9.2,10.9,"69,583"
50,013,VT,Grand Isle County,7.7,12.5,"80,693"
50,015,VT,Lamoille County,8.7,10.7,"64,083"
50,017,VT,Orange County,9.8,12.4,"71,487"
50,019,VT,Orleans County,12.6,16.7,"54,346"
50,021,VT,Rutland County,10.5,13.4,"59,916"
50,023,VT,Washington County,8.8,9.3,"75,692"
50,025,VT,Windham County,11.3,14.1,"64,381"
50,027,VT,Windsor County,9.7,9.9,"65,086"
51,000,VA,Virginia,10.3,13.3,"80,926"
51,001,VA,Accomack County,16.2,25.7,"50,949"
51,003,VA,Albemarle County,7.0,8.2,"91,849"
51,005,VA,Alleghany County,13.3,19.7,"49,197"
51,007,VA,Amelia County,9.9,13.8,"62,884"
51,009,VA,Amherst County,12.4,17.4,"57,294"
51,011,VA,Appomattox County,11.5,16.1,"58,860"
51,013,VA,Arlington County,7.9,9.5,"124,474"
51,015,VA,Augusta County,8.5,11.4,"69,243"
51,017,VA,Bath County,11.1,17.0,"56,200"
51,019,VA,Bedford County,8.8,12.0,"66,026"
51,021,VA,Bland County,14.4,17.4,"50,492"
51,023,VA,Botetourt County,7.0,8.0,"74,081"
51,025,VA,Brunswick County,21.3,30.5,"47,401"
51,027,VA,Buchanan County,23.9,34.2,"38,087"
51,029,VA,Buckingham County,16.8,21.7,"54,263"
51,031,VA,Campbell County,10.9,15.5,"53,059"
51,033,VA,Caroline County,10.9,15.5,"73,390"
51,035,VA,Carroll County,14.6,23.8,"45,956"
51,036,VA,Charles City County,11.4,19.0,"63,299"
51,037,VA,Charlotte County,16.9,25.8,"48,382"
51,041,VA,Chesterfield County,7.4,9.7,"86,101"
51,043,VA,Clarke County,7.2,7.9,"91,603"
51,045,VA,Craig County,11.5,18.5,"57,299"
51,047,VA,Culpeper County,8.9,12.0,"82,220"
51,049,VA,Cumberland County,14.8,23.9,"52,200"
51,051,VA,Dickenson County,22.0,27.7,"39,722"
51,053,VA,Dinwiddie County,11.9,16.2,"66,397"
51,057,VA,Essex County,11.5,20.5,"59,012"
51,059,VA,Fairfax County,7.1,8.8,"133,845"
51,061,VA,Fauquier County,6.5,7.2,"106,714"
51,063,VA,Floyd County,12.1,16.7,"54,765"
51,065,VA,Fluvanna County,7.7,9.3,"77,226"
51,067,VA,Franklin County,11.2,16.8,"60,062"
51,069,VA,Frederick County,7.5,9.9,"85,262"
51,071,VA,Giles County,11.8,17.3,"55,018"
51,073,VA,Gloucester County,8.4,12.2,"75,630"
51,075,VA,Goochland County,6.3,8.1,"104,379"
51,077,VA,Grayson County,17.6,24.4,"42,553"
51,079,VA,Greene County,7.8,11.8,"76,941"
51,081,VA,Greensville County,24.4,25.4,"49,323"
51,083,VA,Halifax County,16.0,22.4,"46,244"
51,085,VA,Hanover County,6.7,8.5,"95,195"
51,087,VA,Henrico County,7.0,9.9,"78,888"
51,089,VA,Henry County,17.0,24.6,"45,784"
51,091,VA,Highland County,13.1,21.6,"48,972"
51,093,VA,Isle of Wight County,8.2,11.4,"86,286"
51,095,VA,James City County,7.0,10.3,"92,270"
51,097,VA,King and Queen County,14.1,22.5,"59,730"
51,099,VA,King George County,6.5,8.4,"98,668"
51,101,VA,King William County,7.1,10.0,"79,378"
51,103,VA,Lancaster County,12.0,23.1,"58,578"
51,105,VA,Lee County,25.1,33.9,"38,529"
51,107,VA,Loudoun County,3.6,3.7,"153,716"
51,109,VA,Louisa County,10.0,14.1,"68,838"
51,111,VA,Lunenburg County,18.7,24.7,"44,852"
51,113,VA,Madison County,9.4,15.8,"67,527"
51,115,VA,Mathews County,9.1,15.3,"69,978"
51,117,VA,Mecklenburg County,15.7,22.9,"48,013"
51,119,VA,Middlesex County,13.0,21.1,"62,710"
51,121,VA,Montgomery County,23.3,14.0,"57,752"
51,125,VA,Nelson County,12.4,18.8,"61,224"
51,127,VA,New Kent County,4.9,7.2,"102,920"
51,131,VA,Northampton County,17.6,29.2,"51,059"
51,133,VA,Northumberland County,13.1,24.2,"63,255"
51,135,VA,Nottoway County,21.0,21.1,"46,442"
51,137,VA,Orange County,8.9,12.9,"94,547"
51,139,VA,Page County,13.4,18.0,"53,449"
51,141,VA,Patrick County,14.3,22.5,"46,963"
51,143,VA,Pittsylvania County,13.1,18.3,"52,006"
51,145,VA,Powhatan County,6.0,7.3,"99,854"
51,147,VA,Prince Edward County,18.7,25.1,"51,239"
51,149,VA,Prince George County,10.4,12.7,"79,710"
51,153,VA,Prince William County,6.4,8.4,"116,354"
51,155,VA,Pulaski County,13.5,20.0,"53,111"
51,157,VA,Rappahannock County,9.1,15.9,"80,098"
51,159,VA,Richmond County,16.9,20.1,"53,959"
51,161,VA,Roanoke County,8.1,8.7,"73,438"
51,163,VA,Rockbridge County,10.2,16.8,"59,252"
51,165,VA,Rockingham County,8.3,10.6,"72,392"
51,167,VA,Russell County,18.4,24.0,"45,254"
51,169,VA,Scott County,19.6,24.0,"42,894"
51,171,VA,Shenandoah County,9.8,14.9,"65,308"
51,173,VA,Smyth County,17.5,23.2,"42,303"
51,175,VA,Southampton County,14.1,19.2,"57,965"
51,177,VA,Spotsylvania County,7.2,10.5,"100,162"
51,179,VA,Stafford County,5.4,6.7,"116,569"
51,181,VA,Surry County,12.2,20.1,"61,358"
51,183,VA,Sussex County,19.5,26.9,"54,282"
51,185,VA,Tazewell County,19.6,27.8,"40,728"
51,187,VA,Warren County,9.2,13.4,"73,546"
51,191,VA,Washington County,13.3,17.6,"54,223"
51,193,VA,Westmoreland County,15.1,24.2,"59,959"
51,195,VA,Wise County,19.2,25.7,"41,994"
51,197,VA,Wythe County,16.9,25.4,"51,206"
51,199,VA,York County,5.1,6.1,"97,500"
51,510,VA,Alexandria city,9.9,15.1,"100,877"
51,520,VA,Bristol city,18.4,31.6,"41,272"
51,530,VA,Buena Vista city,15.1,21.7,"47,144"
51,540,VA,Charlottesville city,21.6,20.4,"61,255"
51,550,VA,Chesapeake city,8.3,9.8,"87,057"
51,570,VA,Colonial Heights city,9.4,16.4,"59,455"
51,580,VA,Covington city,17.4,29.3,"43,075"
51,590,VA,Danville city,24.2,37.8,"37,652"
51,595,VA,Emporia city,21.1,33.8,"41,610"
51,600,VA,Fairfax city,7.3,7.7,"107,334"
51,610,VA,Falls Church city,4.0,3.6,"142,430"
51,620,VA,Franklin city,19.6,33.4,"46,460"
51,630,VA,Fredericksburg city,14.2,20.8,"77,437"
51,640,VA,Galax city,21.0,36.7,"42,023"
51,650,VA,Hampton city,12.4,19.3,"57,662"
51,660,VA,Harrisonburg city,25.0,18.3,"50,250"
51,670,VA,Hopewell city,20.8,30.8,"47,263"
51,678,VA,Lexington city,21.0,13.1,"53,400"
51,680,VA,Lynchburg city,17.8,21.6,"52,127"
51,683,VA,Manassas city,8.6,15.2,"100,530"
51,685,VA,Manassas Park city,7.3,13.3,"87,255"
51,690,VA,Martinsville city,19.9,32.2,"38,571"
51,700,VA,Newport News city,15.8,23.0,"58,303"
51,710,VA,Norfolk city,16.9,23.1,"56,951"
51,720,VA,Norton city,20.4,31.9,"38,316"
51,730,VA,Petersburg city,22.8,35.6,"40,682"
51,735,VA,Poquoson city,5.4,5.9,"105,525"
51,740,VA,Portsmouth city,17.6,25.8,"53,618"
51,750,VA,Radford city,25.6,17.9,"48,898"
51,760,VA,Richmond city,21.1,32.0,"52,011"
51,770,VA,Roanoke city,17.9,27.4,"47,545"
